instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windspeed_boxcox,weathersit_adjusted,weathersit_logit,hour,day_of_week,month_name,season_name,weather_category,temp_category,humidity_category,windspeed_category,user_type,rentals_per_user,day_type,is_weekend,comfort_index,peak_hour
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.30537200000000003,139,2914,3053,-0.9364351117775814,0.99999,11.51291546492478,0,Thursday,November,Winter,Mist,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.15348733333333334,0
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168543,245,3147,3392,-1.2580427551391373,0.99999,11.51291546492478,0,Friday,November,Winter,Clear,Cold,Medium,Breezy,Registered,1.0,Working Day,1,0.23187466666666667,0
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224506,943,2720,3663,-1.1127914662565874,0.99999,11.51291546492478,0,Saturday,November,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,1,0.20085933333333336,0
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18596000000000001,787,2733,3520,-1.2101602322677272,0.99999,11.51291546492478,0,Sunday,November,Winter,Mist,Mild,High,Breezy,Registered,1.0,Weekend,0,0.19759666666666664,0
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.13806400000000002,220,2545,2765,-1.3493572191806658,0.99999,11.51291546492478,0,Monday,November,Winter,Light Rain,Mild,High,Breezy,Registered,1.0,Working Day,0,0.13314533333333334,0
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.11880199999999999,69,1538,1607,-1.4133116701442405,0.99999,11.51291546492478,0,Tuesday,November,Winter,Light Rain,Mild,High,Breezy,Registered,1.0,Working Day,0,0.11178833333333334,0
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335835,112,2454,2566,-0.8771996064111941,0.99999,11.51291546492478,0,Wednesday,November,Winter,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.11569366666666668,0
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.16731400000000002,560,935,1495,-1.2615285774283957,0.99999,11.51291546492478,0,Thursday,November,Winter,Clear,Mild,Medium,Breezy,Registered,1.0,Holiday,0,0.2189506666666667,0
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0989058,1095,1697,2792,-1.4861054866281276,0.99999,11.51291546492478,0,Friday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Working Day,1,0.21078139999999998,0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684308,1249,1819,3068,-1.6166421285716799,0.99999,11.51291546492478,0,Saturday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,1,0.20857839999999997,0
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208964,810,2261,3071,-1.1507757066485966,0.99999,11.51291546492478,0,Sunday,November,Winter,Clear,Mild,High,Windy,Registered,1.0,Weekend,0,0.18395666666666666,0
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142132,253,3614,3867,-1.3365301688957378,0.99999,11.51291546492478,0,Monday,November,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.20610099999999998,0
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258102,96,2818,2914,-1.0356346001836905,0.99999,11.51291546492478,0,Tuesday,November,Winter,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.12313266666666663,0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271168,188,3425,3613,-1.007221068518192,0.99999,11.51291546492478,0,Wednesday,November,Winter,Clear,Mild,High,Windy,Registered,1.0,Working Day,0,0.14683299999999996,0
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220168,182,3545,3727,-1.1232345984130707,0.99999,11.51291546492478,0,Thursday,December,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.18924966666666665,0
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.10076399999999999,268,3672,3940,-1.478963680219206,0.99999,11.51291546492478,0,Friday,December,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,1,0.19585666666666668,0
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957933,706,2908,3614,-1.4982458970509844,0.99999,11.51291546492478,0,Saturday,December,Winter,Clear,Cold,High,Calm,Registered,1.0,Weekend,1,0.19681890000000002,0
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839683,634,2851,3485,-1.546602308846648,0.99999,11.51291546492478,0,Sunday,December,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,0,0.15701056666666666,0
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.062218300000000004,233,3578,3811,-1.6472446807312944,0.99999,11.51291546492478,0,Monday,December,Winter,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.16551056666666664,0
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.23259300000000002,126,2468,2594,-1.0936334663595522,0.99999,11.51291546492478,0,Tuesday,December,Winter,Light Rain,Mild,High,Windy,Registered,1.0,Working Day,0,0.09344133333333333,0
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266185,50,655,705,-1.0179607730963383,0.99999,11.51291546492478,0,Wednesday,December,Winter,Light Rain,Mild,High,Windy,Registered,1.0,Working Day,0,0.05779933333333335,0
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240068,150,3172,3322,-1.0762684813036532,0.99999,11.51291546492478,0,Thursday,December,Winter,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,0,0.14858833333333335,0
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827267,261,3359,3620,-1.551905016183305,0.99999,11.51291546492478,0,Friday,December,Winter,Clear,Cold,High,Calm,Registered,1.0,Working Day,1,0.17075776666666664,0
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.23323100000000002,502,2688,3190,-1.0921387299992127,0.99999,11.51291546492478,0,Saturday,December,Winter,Clear,Cold,Medium,Windy,Registered,1.0,Weekend,1,0.1780896666666667,0
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.06655169999999999,377,2366,2743,-1.6257208038448823,0.99999,11.51291546492478,0,Sunday,December,Winter,Clear,Cold,Medium,Calm,Registered,1.0,Weekend,0,0.22142710000000002,0
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06346,143,3167,3310,-1.6409899896591345,0.99999,11.51291546492478,0,Monday,December,Winter,Clear,Cold,High,Calm,Registered,1.0,Working Day,0,0.16801333333333335,0
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14056000000000002,155,3368,3523,-1.3414611790440807,0.99999,11.51291546492478,0,Tuesday,December,Winter,Clear,Cold,Medium,Breezy,Registered,1.0,Working Day,0,0.18398,0
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609683,178,3562,3740,-1.653615290882773,0.99999,11.51291546492478,0,Wednesday,December,Winter,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.19759390000000002,0
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268052,181,3528,3709,-1.0139232355540766,0.99999,11.51291546492478,0,Thursday,December,Winter,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.173427,0
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260585,178,3399,3577,-1.0301714225525958,0.99999,11.51291546492478,0,Friday,December,Winter,Mist,Mild,Medium,Windy,Registered,1.0,Working Day,1,0.204666,0
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243177,275,2464,2739,-1.0691391223655937,0.99999,11.51291546492478,0,Saturday,December,Winter,Mist,Cold,Medium,Windy,Registered,1.0,Weekend,1,0.151441,0
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.16978900000000002,220,2211,2431,-1.2545238439762092,0.99999,11.51291546492478,0,Sunday,December,Winter,Clear,Cold,Medium,Breezy,Registered,1.0,Weekend,0,0.16076466666666667,0
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172906,260,3143,3403,-1.2457864825555938,0.99999,11.51291546492478,0,Monday,December,Winter,Clear,Cold,High,Breezy,Registered,1.0,Working Day,0,0.15542033333333335,0
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.061580800000000005,216,3534,3750,-1.6504842517871827,0.99999,11.51291546492478,0,Tuesday,December,Winter,Mist,Mild,Medium,Calm,Registered,1.0,Working Day,0,0.24294506666666668,0
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.22141000000000002,107,2553,2660,-1.120232465655712,0.99999,11.51291546492478,0,Wednesday,December,Spring,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.11619666666666667,0
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047285,227,2841,3068,-1.729007052939716,0.99999,11.51291546492478,0,Thursday,December,Spring,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.2061826666666667,0
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274256,163,2046,2209,-1.0006233756023712,0.99999,11.51291546492478,0,Friday,December,Spring,Clear,Mild,High,Windy,Registered,1.0,Working Day,1,0.13760899999999998,0
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190314,155,856,1011,-1.1986040273196945,0.99999,11.51291546492478,0,Saturday,December,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Weekend,1,0.18989533333333333,0
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.15510100000000002,303,451,754,-1.2970128446183147,0.99999,11.51291546492478,0,Sunday,December,Spring,Clear,Cold,High,Breezy,Registered,1.0,Weekend,0,0.14612599999999998,0
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.23947500000000002,430,887,1317,-1.0776344262701825,0.99999,11.51291546492478,0,Monday,December,Spring,Clear,Mild,Medium,Windy,Registered,1.0,Holiday,0,0.191769,0
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18846000000000002,103,1059,1162,-1.2035057505250022,0.99999,11.51291546492478,0,Tuesday,December,Spring,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.12468,0
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293971,255,2047,2302,-0.9594897494812962,0.99999,11.51291546492478,0,Wednesday,December,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,0,0.16708199999999998,0
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119422,254,2169,2423,-1.4111623427439755,0.99999,11.51291546492478,0,Thursday,December,Spring,Clear,Cold,Medium,Breezy,Registered,1.0,Working Day,0,0.18491466666666667,0
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13434700000000002,491,2508,2999,-1.3612720230644308,0.99999,11.51291546492478,0,Friday,December,Spring,Clear,Mild,High,Breezy,Registered,1.0,Working Day,1,0.1802176666666667,0
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220164,665,1820,2485,-1.1232442830822131,0.99999,11.51291546492478,0,Saturday,December,Spring,Clear,Mild,High,Windy,Registered,1.0,Weekend,1,0.19133433333333336,0
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.19217700000000001,686,1608,2294,-1.1937065336707395,0.99999,11.51291546492478,0,Sunday,January,Spring,Clear,Mild,High,Breezy,Registered,1.0,Weekend,0,0.16177433333333333,0
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329675,244,1707,1951,-0.8889162852246959,0.99999,11.51291546492478,0,Monday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Holiday,0,0.1873546666666667,0
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.36568100000000003,89,2147,2236,-0.8221371913706508,0.99999,11.51291546492478,0,Tuesday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,0,0.11435633333333332,0
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.18471,95,2273,2368,-1.2135070826797643,0.99999,11.51291546492478,0,Wednesday,January,Spring,Mist,Cold,Medium,Breezy,Registered,1.0,Working Day,0,0.16940233333333332,0
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129997,140,3132,3272,-1.3754631630560101,0.99999,11.51291546492478,0,Thursday,January,Spring,Clear,Cold,Medium,Breezy,Registered,1.0,Working Day,0,0.20388966666666664,0
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167918,307,3791,4098,-1.259813584741642,0.99999,11.51291546492478,0,Friday,January,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,1,0.20805533333333334,0
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174768,1070,3451,4521,-1.2406108993248741,0.99999,11.51291546492478,0,Saturday,January,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Weekend,1,0.228966,0
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191552,599,2826,3425,-1.1953464422505973,0.99999,11.51291546492478,0,Sunday,January,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Weekend,0,0.2269826666666667,0
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.09891,106,2270,2376,-1.4860892563372465,0.99999,11.51291546492478,0,Monday,January,Spring,Mist,Cold,High,Calm,Registered,1.0,Working Day,0,0.14119666666666664,0
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187562,173,3425,3598,-1.205890070624848,0.99999,11.51291546492478,0,Tuesday,January,Spring,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.15820399999999998,0
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.13123100000000001,92,2085,2177,-1.3714096136033467,0.99999,11.51291546492478,0,Wednesday,January,Spring,Mist,Cold,High,Breezy,Registered,1.0,Working Day,0,0.09847866666666664,0
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180977,269,3828,4097,-1.2235816153649304,0.99999,11.51291546492478,0,Thursday,January,Spring,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.1328686666666667,0
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378118,174,3040,3214,-0.7999689815831368,0.99999,11.51291546492478,0,Friday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,1,0.12951633333333337,0
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187193,333,2160,2493,-1.2068717524180648,0.99999,11.51291546492478,0,Saturday,January,Spring,Clear,Cold,Medium,Breezy,Registered,1.0,Weekend,1,0.17843566666666666,0
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251268,284,2027,2311,-1.050831452317841,0.99999,11.51291546492478,0,Sunday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Weekend,0,0.16541066666666665,0
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23136800000000002,217,2081,2298,-1.0965101840275597,0.99999,11.51291546492478,0,Monday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Holiday,0,0.14537733333333333,0
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34914,127,2808,2935,-0.85231430884756,0.99999,11.51291546492478,0,Tuesday,January,Spring,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.10260533333333333,0
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415439,109,3267,3376,-0.7358973004141032,0.99999,11.51291546492478,0,Wednesday,January,Spring,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.148187,0
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220168,130,3162,3292,-1.1232345984130707,0.99999,11.51291546492478,0,Thursday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,0,0.157444,0
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20276000000000002,115,3048,3163,-1.1663984727393237,0.99999,11.51291546492478,0,Friday,January,Spring,Mist,Cold,Medium,Windy,Registered,1.0,Working Day,1,0.18824666666666665,0
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.22265200000000002,67,1234,1301,-1.1172401565852677,0.99999,11.51291546492478,0,Saturday,January,Spring,Mist,Cold,High,Windy,Registered,1.0,Weekend,1,0.03981033333333328,0
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.19964800000000002,196,1781,1977,-1.1743403308361307,0.99999,11.51291546492478,0,Sunday,January,Spring,Mist,Cold,High,Breezy,Registered,1.0,Weekend,0,0.05553399999999997,0
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110718,145,2287,2432,-1.4419577329724607,0.99999,11.51291546492478,0,Monday,January,Spring,Mist,Cold,High,Breezy,Registered,1.0,Working Day,0,0.065455,0
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123777,439,3900,4339,-1.396245554356055,0.99999,11.51291546492478,0,Tuesday,January,Spring,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.12763,0
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161081,467,3803,4270,-1.2794418593301842,0.99999,11.51291546492478,0,Wednesday,January,Spring,Clear,Cold,High,Breezy,Registered,1.0,Working Day,0,0.16311199999999998,0
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0734058,244,3831,4075,-1.5932878433661686,0.99999,11.51291546492478,0,Thursday,January,Spring,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.16622606666666667,0
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342677,269,3187,3456,-0.864331987424714,0.99999,11.51291546492478,0,Friday,January,Spring,Mist,Mild,High,Windy,Registered,1.0,Working Day,1,0.113691,0
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210839,775,3248,4023,-1.1461075813948474,0.99999,11.51291546492478,0,Saturday,January,Spring,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,1,0.18722033333333332,0
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24006000000000002,558,2685,3243,-1.076286895765204,0.99999,11.51291546492478,0,Sunday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Weekend,0,0.24372999999999997,0
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.21580200000000002,126,3498,3624,-1.1338672482534498,0.99999,11.51291546492478,0,Monday,January,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,0,0.21751066666666663,0
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.26182700000000003,324,4185,4509,-1.0274501427768483,0.99999,11.51291546492478,0,Tuesday,January,Spring,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.23716866666666667,0
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.18907700000000002,304,4275,4579,-1.2018713712078122,0.99999,11.51291546492478,0,Wednesday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.257391,0
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187197,190,3571,3761,-1.2068611048220281,0.99999,11.51291546492478,0,Thursday,February,Spring,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.17968433333333333,0
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178506,310,3841,4151,-1.230317238933351,0.99999,11.51291546492478,0,Friday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,1,0.20271999999999998,0
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121906,384,2448,2832,-1.4026159248702688,0.99999,11.51291546492478,0,Saturday,February,Spring,Mist,Cold,High,Breezy,Registered,1.0,Weekend,1,0.12089266666666665,0
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.17600600000000002,318,2629,2947,-1.2371875861449815,0.99999,11.51291546492478,0,Sunday,February,Spring,Mist,Cold,High,Breezy,Registered,1.0,Weekend,0,0.13397,0
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.15381,206,3578,3784,-1.3008578938879356,0.99999,11.51291546492478,0,Monday,February,Spring,Clear,Cold,High,Breezy,Registered,1.0,Working Day,0,0.168875,0
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.14738900000000002,199,4176,4375,-1.320267782509993,0.99999,11.51291546492478,0,Tuesday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.23684266666666667,0
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.13373100000000002,109,2693,2802,-1.3632651346539646,0.99999,11.51291546492478,0,Wednesday,February,Spring,Mist,Cold,High,Breezy,Registered,1.0,Working Day,0,0.13333966666666663,0
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194047,163,3667,3830,-1.1888184564811228,0.99999,11.51291546492478,0,Thursday,February,Spring,Clear,Cold,Medium,Breezy,Registered,1.0,Working Day,0,0.16962333333333335,0
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116939,227,3604,3831,-1.4198097676216064,0.99999,11.51291546492478,0,Friday,February,Spring,Mist,Cold,Medium,Breezy,Registered,1.0,Working Day,1,0.20796466666666666,0
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289806,192,1977,2169,-0.9680421309283511,0.99999,11.51291546492478,0,Saturday,February,Spring,Light Rain,Cold,High,Windy,Registered,1.0,Weekend,1,0.06770366666666668,0
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.40922200000000003,73,1456,1529,-0.746329913609282,0.99999,11.51291546492478,0,Sunday,February,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Weekend,0,0.084565,0
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167293,94,3328,3422,-1.2615882696781109,0.99999,11.51291546492478,0,Monday,February,Spring,Clear,Cold,Medium,Breezy,Registered,1.0,Working Day,0,0.21465233333333333,0
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141189,135,3787,3922,-1.339484299777546,0.99999,11.51291546492478,0,Tuesday,February,Spring,Mist,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.22307599999999997,0
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.18161000000000002,141,4028,4169,-1.2218647978116712,0.99999,11.51291546492478,0,Wednesday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.2118243333333333,0
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091435,74,2931,3005,-1.5156394717587336,0.99999,11.51291546492478,0,Thursday,February,Spring,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.15743833333333332,0
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205856,349,3805,4154,-1.1585678100426515,0.99999,11.51291546492478,0,Friday,February,Spring,Clear,Mild,High,Windy,Registered,1.0,Working Day,1,0.16763133333333333,0
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190939,1435,2883,4318,-1.1969579043054037,0.99999,11.51291546492478,0,Saturday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Weekend,1,0.20704833333333336,0
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253122,618,2071,2689,-1.0466850604584315,0.99999,11.51291546492478,0,Sunday,February,Spring,Mist,Cold,Medium,Windy,Registered,1.0,Weekend,0,0.17034833333333332,0
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.22909300000000002,502,2627,3129,-1.1018763639867721,0.99999,11.51291546492478,0,Monday,February,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Holiday,0,0.18102700000000002,0
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.20572700000000002,163,3614,3777,-1.1588927084328424,0.99999,11.51291546492478,0,Tuesday,February,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Working Day,0,0.16258366666666668,0
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.23448100000000002,394,4379,4773,-1.0892170819990805,0.99999,11.51291546492478,0,Wednesday,February,Spring,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.19781166666666664,0
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190923,516,4546,5062,-1.1970000057558123,0.99999,11.51291546492478,0,Thursday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.23622033333333334,0
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237577,246,3241,3487,-1.0820197054163998,0.99999,11.51291546492478,0,Friday,February,Spring,Mist,Mild,High,Windy,Registered,1.0,Working Day,1,0.14414099999999996,0
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421652,317,2415,2732,-0.7255621402115842,0.99999,11.51291546492478,0,Saturday,February,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Weekend,1,0.15778266666666665,0
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205239,515,2874,3389,-1.16012285949191,0.99999,11.51291546492478,0,Sunday,February,Spring,Clear,Cold,Medium,Windy,Registered,1.0,Weekend,0,0.22130933333333336,0
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.26804300000000003,253,4069,4322,-1.013942659298596,0.99999,11.51291546492478,0,Monday,February,Spring,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.202597,0
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.19342700000000002,229,4134,4363,-1.190436040319713,0.99999,11.51291546492478,0,Tuesday,February,Spring,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.25663566666666665,0
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179127,65,1769,1834,-1.228619374697299,0.99999,11.51291546492478,0,Wednesday,February,Spring,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.12014599999999998,0
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226997,325,4665,4990,-1.1068479527488317,0.99999,11.51291546492478,0,Thursday,March,Spring,Clear,Mild,High,Windy,Registered,1.0,Working Day,0,0.214473,0
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.14491400000000002,246,2948,3194,-1.3278811630036533,0.99999,11.51291546492478,0,Friday,March,Spring,Mist,Mild,High,Breezy,Registered,1.0,Working Day,1,0.18377866666666667,0
